species,selected_developed_low_intensity,probability_developed_low_intensity,selected_developed_high_intensity,probability_developed_high_intensity,selected_barren_land,probability_barren_land,selected_deciduous_forest,probability_deciduous_forest,selected_evergreen_forest,probability_evergreen_forest,selected_mixed_forest,probability_mixed_forest,selected_shrub_scrub,probability_shrub_scrub,selected_grassland_herbaceous,probability_grassland_herbaceous,selected_pasture_hay,probability_pasture_hay,selected_cultivated_crops,probability_cultivated_crops,selected_woody_wetlands,probability_woody_wetlands,selected_emergent_wetlands,probability_emergent_wetlands,selected_ocean,probability_ocean,selected_lake,probability_lake,selected_river,probability_river,selected_elevation,probability_elevation,selected_aspect,probability_aspect,selected_slope,probability_slope,selected_precipitation,probability_precipitation,selected_temperature_max,probability_temperature_max
Snowy Egret,1,0.1269,14,0.067,22,0.053733333,2,0.1421,13,0.061366667,1,0.1694,1,0.131066667,4,0.0497,18,0.065033333,24,0.056933333,30,0.057966667,2,0.999866667,2,0.861566667,3,0.426366667,3,0.1067,1,0.064533333,7,0.088233333,2,0.1581,5,0.0385,18,0.039266667
Song Sparrow,1,0.2019,1,0.254333333,13,0.074233333,9,0.2634,23,0.1264,1,0.997166667,3,0.121333333,31,0.283333333,1,1,1,1,1,0.9835,1,0.866133333,5,0.146666667,31,0.0847,2,0.146933333,1,0.997866667,16,0.052566667,24,0.0889,1,0.247933333,31,0.177666667
Sora,5,0.0974,31,0.059966667,1,0.064966667,2,0.0915,3,0.0559,31,0.0491,13,0.039466667,8,0.054333333,31,0.042133333,4,0.0426,11,0.040566667,2,0.589133333,5,0.035666667,15,0.055266667,5,0.038333333,2,0.034466667,1,0.049,2,0.0385,11,0.038466667,1,0.042333333
Spotted Sandpiper,1,0.9332,18,0.049233333,1,0.525733333,5,0.125433333,1,0.416433333,6,0.045133333,6,0.065733333,2,0.052033333,9,0.0574,1,0.949666667,10,0.0409,1,0.817566667,11,0.159633333,2,0.9671,1,0.754933333,1,0.078566667,1,0.2663,5,0.140566667,31,0.048933333,1,0.068266667
Spotted Towhee,16,0.084566667,2,0.763233333,9,0.087633333,31,0.073933333,5,0.6824,31,0.126433333,1,0.1922,4,0.159333333,20,0.042566667,22,0.071066667,1,0.629733333,12,0.108166667,31,0.1346,2,0.080966667,22,0.080533333,23,0.0465,14,0.131533333,2,0.998266667,31,0.055633333,6,0.168666667
Steller's Jay,1,0.119966667,26,0.112133333,2,0.295766667,31,0.0921,2,0.977533333,5,0.2103,21,0.0543,31,0.101833333,4,0.0441,26,0.1494,19,0.1051,1,0.171933333,10,0.141566667,3,0.455033333,27,0.0719,8,0.073066667,1,0.090266667,1,0.484933333,31,0.0426,3,0.180266667
Summer Tanager,2,0.357433333,2,0.165933333,1,0.047266667,2,0.854166667,2,0.9785,1,0.758,2,0.140966667,2,0.0564,7,0.119633333,2,0.061666667,2,0.897133333,6,0.0878,30,0.042333333,1,0.071533333,3,0.431533333,1,0.1583,6,0.059533333,7,0.077433333,25,0.045266667,31,0.069666667
Swainson's Hawk,2,0.1127,2,0.127433333,17,0.0516,4,0.049566667,5,0.070166667,9,0.048066667,3,0.068033333,6,0.122366667,6,0.088633333,2,0.452966667,22,0.054,28,0.071433333,31,0.0369,31,0.0545,15,0.042666667,19,0.0358,6,0.079066667,5,0.270866667,31,0.041833333,5,0.044133333
Swainson's Thrush,5,0.136133333,2,0.7211,9,0.1082,31,0.140066667,2,0.495666667,2,0.1167,18,0.057033333,31,0.057933333,22,0.130333333,1,0.081533333,9,0.062,2,0.492666667,4,0.093633333,2,0.178066667,25,0.1028,19,0.084433333,1,0.240633333,31,0.159266667,31,0.175866667,4,0.126766667
Swainson's Warbler,4,0.0554,3,0.036966667,26,0.040233333,24,0.0434,17,0.045833333,13,0.080533333,3,0.058133333,5,0.045066667,1,0.059466667,1,0.045366667,1,0.1307,18,0.0464,31,0.0408,7,0.0419,26,0.072233333,1,0.039066667,7,0.051933333,14,0.040266667,2,0.039666667,2,0.034566667
Swallow-tailed Kite,1,0.071633333,1,0.059533333,7,0.058466667,30,0.036333333,1,0.043466667,4,0.058166667,29,0.051833333,24,0.040333333,20,0.047033333,28,0.043333333,18,0.056033333,31,0.053066667,16,0.048666667,1,0.0784,31,0.078866667,31,0.034833333,13,0.0418,5,0.0414,30,0.044266667,4,0.038566667
Swamp Sparrow,2,0.8278,31,0.0621,31,0.227066667,2,0.186033333,31,0.050233333,13,0.042433333,31,0.0902,31,0.0605,31,0.149366667,9,0.047333333,1,1,1,0.994733333,4,0.055466667,1,0.461966667,17,0.068566667,1,0.4967,2,0.071666667,31,0.059533333,1,0.054066667,31,0.042133333
Townsend's Solitaire,1,0.087033333,23,0.0417,3,0.041566667,17,0.040066667,1,0.220666667,17,0.041266667,2,0.060966667,10,0.056933333,4,0.050933333,6,0.040166667,2,0.0604,18,0.0429,23,0.035933333,8,0.0571,25,0.051966667,1,0.0474,31,0.057533333,1,0.220566667,27,0.044033333,6,0.073433333
Townsend's Warbler,25,0.037633333,7,0.0351,31,0.148133333,3,0.046166667,2,0.703966667,3,0.0667,31,0.0737,2,0.051533333,4,0.0493,31,0.096366667,13,0.049266667,8,0.039033333,27,0.267133333,9,0.057266667,7,0.0418,1,0.091133333,20,0.082366667,7,0.100066667,3,0.067233333,2,0.107533333
Tree Swallow,2,0.998566667,14,0.139033333,9,0.105766667,1,0.962166667,1,0.999833333,1,0.9787,31,0.125766667,31,0.154666667,1,0.864766667,1,0.5874,2,0.46,2,1,26,0.046233333,2,0.928866667,31,0.411933333,1,0.1221,13,0.103133333,1,0.999966667,1,0.084533333,31,0.256866667
Tricolored Heron,28,0.061933333,12,0.046666667,19,0.077966667,31,0.048633333,8,0.053766667,31,0.052133333,30,0.049966667,30,0.041433333,17,0.050366667,2,0.075766667,30,0.0432,2,0.9758,3,0.150366667,1,0.105966667,1,0.1833,1,0.051633333,26,0.061,23,0.046533333,10,0.034866667,26,0.038266667
Trumpeter Swan,10,0.0438,29,0.0387,3,0.0928,1,0.257366667,2,0.051733333,28,0.055933333,1,0.049833333,11,0.0404,21,0.0375,2,0.0818,1,0.082233333,2,0.3024,9,0.065433333,2,0.585166667,13,0.0861,16,0.0345,2,0.152033333,2,0.126066667,5,0.034866667,22,0.0357
Tufted Titmouse,14,0.114233333,2,1,1,0.170966667,1,1,30,0.111566667,1,1,13,0.1015,31,0.123633333,2,0.978466667,2,0.7417,1,0.717966667,2,0.6986,3,0.2646,3,0.067433333,27,0.0883,31,0.184033333,31,0.110866667,9,0.1678,1,0.057133333,31,0.153066667
Turkey Vulture,10,0.137366667,13,0.189466667,10,0.1412,1,0.7975,1,0.393366667,31,0.126566667,1,0.0714,4,0.092133333,2,0.102766667,4,0.623166667,31,0.0756,31,0.080233333,21,0.062366667,1,0.604066667,18,0.1584,2,0.165833333,1,0.3157,31,0.141966667,22,0.035033333,2,0.124433333
Upland Sandpiper,2,0.300666667,21,0.041633333,12,0.103466667,2,0.223033333,2,0.068266667,2,0.112633333,3,0.126,4,0.109233333,8,0.060733333,3,0.277566667,2,0.051266667,9,0.084933333,27,0.093133333,23,0.045533333,27,0.043566667,27,0.0509,2,0.092366667,3,0.0608,2,0.035633333,1,0.0455
Varied Thrush,31,0.049566667,26,0.0395,14,0.252666667,27,0.056966667,2,0.6316,16,0.0485,14,0.0629,4,0.062033333,31,0.0792,10,0.042,23,0.040533333,2,0.056266667,31,0.045433333,6,0.043133333,9,0.046066667,19,0.041333333,4,0.041466667,3,0.116333333,1,0.1096,1,0.165133333
Vaux's Swift,27,0.038966667,5,0.0521,7,0.0429,19,0.053433333,22,0.074366667,25,0.062533333,1,0.043866667,16,0.044366667,20,0.043533333,22,0.043,5,0.051566667,4,0.238066667,27,0.056733333,31,0.1104,30,0.059,1,0.0587,1,0.053233333,1,0.072566667,27,0.035833333,31,0.045333333
Veery,5,0.145533333,8,0.069966667,5,0.101166667,2,0.998366667,1,0.068466667,2,0.992133333,3,0.256733333,14,0.047,31,0.151633333,2,0.091033333,2,1,8,0.105766667,11,0.058966667,17,0.0695,31,0.062333333,1,0.056833333,8,0.184,31,0.1044,30,0.045266667,1,0.254966667
Verdin,29,0.106466667,19,0.132333333,31,0.0838,31,0.0443,8,0.068566667,1,0.047133333,1,0.347133333,1,0.135266667,31,0.0455,16,0.0587,15,0.053466667,29,0.063133333,12,0.0575,13,0.1057,8,0.058266667,4,0.044633333,29,0.055866667,31,0.128266667,11,0.039733333,1,0.061166667
Vermilion Flycatcher,1,0.050766667,17,0.039566667,25,0.043433333,29,0.038533333,7,0.054433333,18,0.041,3,0.088066667,15,0.069,24,0.036933333,30,0.088633333,7,0.0504,4,0.130466667,31,0.0364,1,0.0448,25,0.074066667,5,0.082633333,13,0.0441,1,0.088466667,2,0.040233333,1,0.048333333
Violet-green Swallow,3,0.2264,15,0.058066667,12,0.091266667,1,0.158133333,5,0.2141,31,0.196966667,1,0.410666667,6,0.041066667,18,0.171933333,5,0.2238,1,0.2641,16,0.0843,27,0.100866667,30,0.136033333,27,0.1024,9,0.081433333,1,0.870366667,20,0.093333333,28,0.061833333,2,0.219166667
Virginia's Warbler,2,0.0549,26,0.0428,16,0.048533333,13,0.086066667,2,0.4471,31,0.046833333,7,0.0928,12,0.072366667,31,0.056366667,2,0.035566667,14,0.0487,8,0.043266667,1,0.050333333,31,0.039766667,16,0.043433333,2,0.083866667,31,0.1428,2,0.078533333,1,0.094366667,1,0.060133333
Virginia Rail,5,0.079433333,1,0.050566667,1,0.043366667,4,0.0371,4,0.039,1,0.036866667,2,0.044133333,31,0.048933333,1,0.067933333,8,0.082533333,1,0.891766667,1,0.970433333,2,0.053466667,2,0.059,30,0.041633333,2,0.0349,3,0.079433333,2,0.051533333,23,0.034133333,3,0.043133333
Warbling Vireo,2,0.995533333,1,0.695933333,9,0.0745,31,0.142733333,4,0.2274,18,0.0818,1,0.070133333,2,0.1686,5,0.0639,2,0.678633333,29,0.114766667,2,0.898666667,29,0.109766667,2,0.781966667,2,0.967766667,6,0.144333333,31,0.179766667,3,0.2884,1,0.207833333,5,0.096866667
Western Bluebird,1,0.265466667,1,0.146766667,1,0.079466667,1,0.0902,2,0.4823,2,0.046166667,3,0.085066667,1,0.7965,31,0.061433333,8,0.0777,26,0.063666667,15,0.066833333,10,0.071433333,4,0.2399,3,0.055933333,1,0.174366667,3,0.092966667,1,0.234933333,30,0.042533333,5,0.102466667
Western Flycatcher,31,0.184933333,2,0.530233333,7,0.099533333,7,0.1005,1,0.9291,18,0.119266667,26,0.0631,1,0.1904,20,0.1536,6,0.0686,8,0.066766667,14,0.0556,30,0.064,12,0.121333333,1,0.148633333,2,0.055066667,4,0.138,2,0.612566667,3,0.181,1,0.223166667
Western Grebe,2,0.104866667,13,0.0445,4,0.119966667,2,0.055433333,2,0.080666667,31,0.0426,22,0.0437,31,0.128666667,12,0.0756,4,0.072066667,1,0.104733333,3,0.076833333,2,0.950733333,2,1,7,0.077166667,31,0.035833333,6,0.0625,1,0.164666667,30,0.0464,31,0.045733333
Western Gull,5,0.0741,2,0.071733333,2,0.1915,14,0.058933333,4,0.102866667,4,0.075933333,4,0.050233333,1,0.126466667,21,0.0611,2,0.084333333,19,0.066366667,16,0.0662,2,0.7787,23,0.0843,3,0.114133333,25,0.091133333,2,0.250933333,2,0.068566667,1,0.049966667,6,0.045133333
Western Kingbird,28,0.1179,1,0.2438,11,0.049633333,1,0.2401,2,0.669833333,5,0.0869,2,0.9014,3,0.065566667,12,0.044966667,4,0.416233333,2,0.104033333,1,0.069633333,30,0.05,1,0.166666667,22,0.072633333,1,0.0519,1,0.219566667,1,0.178266667,17,0.039066667,1,0.3596
Western Meadowlark,2,0.997766667,22,0.088566667,31,0.1094,2,0.719666667,2,0.535,6,0.148033333,2,0.955233333,2,0.987133333,31,0.0783,3,0.6186,3,0.199333333,6,0.177733333,26,0.0565,17,0.065333333,3,0.233066667,1,0.403966667,14,0.047666667,2,0.769033333,16,0.041466667,1,0.133066667
Western Tanager,1,0.232533333,31,0.045566667,5,0.0658,2,0.1462,2,0.941,2,0.6632,14,0.053166667,23,0.078666667,1,0.136333333,3,0.191266667,18,0.163666667,5,0.104733333,19,0.121366667,8,0.089133333,31,0.0868,31,0.116066667,30,0.106766667,2,0.224266667,31,0.148966667,9,0.0647
Western Wood-Pewee,3,0.156866667,1,0.387,5,0.0573,31,0.111566667,2,0.975733333,8,0.074066667,23,0.072266667,10,0.046333333,3,0.220033333,28,0.056033333,2,0.931566667,19,0.1325,5,0.053633333,31,0.057066667,1,0.09,31,0.0485,31,0.206866667,2,0.260266667,31,0.094533333,4,0.2144
White-breasted Nuthatch,6,0.175566667,2,0.963966667,1,0.690666667,1,1,1,0.6727,1,0.9806,2,0.1896,4,0.2107,2,0.856966667,1,0.902666667,12,0.169,1,0.1439,2,0.169366667,3,0.139033333,1,0.3885,3,0.0781,16,0.1244,2,0.435033333,1,0.043433333,6,0.2279
White-crowned Sparrow,14,0.0491,20,0.041933333,14,0.1133,18,0.048066667,2,0.4197,1,0.265833333,1,0.069466667,28,0.0541,2,0.7763,13,0.048866667,3,0.162266667,5,0.2026,30,0.148466667,14,0.0757,19,0.076466667,2,0.144,2,0.1223,1,0.050433333,1,0.0545,16,0.122266667
White-eyed Vireo,19,0.187,31,0.060933333,15,0.105,2,0.232033333,4,0.2835,2,0.734333333,3,0.208866667,14,0.060866667,29,0.058733333,3,0.071566667,2,0.989233333,31,0.046333333,1,0.0421,6,0.0954,2,0.082333333,1,0.107166667,11,0.042566667,3,0.1098,30,0.034566667,31,0.1053
White-faced Ibis,2,0.395633333,2,0.046833333,23,0.074766667,14,0.071266667,3,0.073933333,14,0.043466667,9,0.079666667,13,0.047533333,3,0.073066667,5,0.187533333,22,0.041733333,5,0.1714,31,0.0728,2,0.104833333,31,0.049366667,2,0.040833333,31,0.052233333,4,0.1283,31,0.041066667,5,0.0379
White-headed Woodpecker,26,0.0437,19,0.046866667,4,0.0448,5,0.042433333,3,0.178166667,31,0.062033333,29,0.0741,2,0.0463,2,0.052833333,3,0.042566667,4,0.0419,13,0.054333333,18,0.0345,23,0.2199,16,0.046,12,0.0434,31,0.0922,1,0.140366667,4,0.037133333,4,0.049333333
White-throated Sparrow,31,0.3757,2,0.1259,6,0.092266667,5,0.0519,2,0.085133333,14,0.0782,3,0.146166667,25,0.0516,10,0.233466667,1,0.050366667,2,0.998466667,17,0.052466667,23,0.071033333,1,0.2599,2,0.0739,5,0.138233333,12,0.0945,31,0.197433333,8,0.0431,1,0.884466667
White-throated Swift,2,0.0759,14,0.049466667,17,0.045633333,2,0.100266667,2,0.0636,14,0.0904,6,0.1165,31,0.048766667,31,0.053966667,1,0.052333333,8,0.044833333,19,0.083133333,4,0.045266667,27,0.0606,31,0.049166667,1,0.042266667,31,0.048866667,2,0.552966667,31,0.036933333,17,0.044333333
White-winged Dove,2,0.873666667,4,0.088333333,31,0.109433333,30,0.103233333,24,0.0617,8,0.0828,31,0.0953,2,0.220466667,1,0.961033333,31,0.081066667,28,0.065266667,18,0.049566667,12,0.131033333,29,0.201966667,29,0.109766667,31,0.046533333,30,0.076633333,5,0.152433333,31,0.100966667,31,0.179933333
White Ibis,30,0.089866667,31,0.103633333,26,0.089666667,2,0.0502,2,0.0862,30,0.0407,5,0.086866667,10,0.077933333,23,0.065133333,1,0.2973,11,0.043233333,1,0.998766667,11,0.107,3,0.127,17,0.108633333,1,0.160233333,12,0.063366667,24,0.0461,28,0.044366667,29,0.0491
Wild Turkey,2,0.287433333,2,0.460966667,25,0.0682,2,0.980566667,6,0.114666667,4,0.071666667,2,0.042433333,2,0.093433333,31,0.0714,1,0.414466667,2,0.537266667,29,0.059066667,7,0.082966667,2,0.4497,1,0.0679,31,0.040766667,2,0.1105,1,0.3343,31,0.035933333,11,0.066733333
Willet,17,0.083366667,28,0.0485,2,0.0906,30,0.049233333,8,0.152966667,2,0.048933333,1,0.1437,31,0.0492,1,0.097766667,9,0.039366667,2,0.050933333,2,0.5334,2,0.856166667,8,0.100666667,23,0.061166667,17,0.0362,2,0.2061,8,0.070333333,11,0.0356,4,0.037366667
Willow Flycatcher,2,0.864933333,1,0.063633333,13,0.0574,1,0.728633333,31,0.107033333,13,0.107233333,3,0.096266667,1,0.1037,2,0.573533333,2,0.158433333,1,0.9977,1,0.9882,2,0.105933333,10,0.0498,31,0.171566667,1,0.324,19,0.047266667,5,0.125333333,31,0.043966667,31,0.114033333
Wilson's Phalarope,2,0.121066667,13,0.036466667,1,0.041666667,11,0.058166667,2,0.0672,22,0.0386,1,0.040433333,21,0.0624,12,0.0457,2,0.203966667,2,0.198933333,2,0.087433333,2,0.0716,1,0.2698,31,0.060233333,10,0.036633333,3,0.061033333,6,0.085866667,26,0.039566667,3,0.039733333
Wilson's Snipe,3,0.269666667,4,0.052333333,3,0.0471,1,0.196633333,1,0.117733333,31,0.111533333,6,0.037733333,8,0.055933333,2,0.987966667,2,0.059766667,1,0.713566667,2,0.998033333,19,0.0394,1,0.112733333,4,0.094566667,31,0.045866667,31,0.0474,1,0.390166667,3,0.036466667,19,0.0411
Wilson's Warbler,10,0.0584,6,0.237666667,13,0.055866667,2,0.262533333,2,0.193666667,1,0.0647,31,0.079766667,1,0.368366667,31,0.1583,5,0.043333333,25,0.0494,2,0.057433333,5,0.080966667,27,0.051466667,13,0.082166667,15,0.059566667,26,0.102633333,29,0.136733333,31,0.054166667,3,0.1577
Winter Wren,3,0.126533333,18,0.0457,6,0.313333333,2,0.0637,2,0.454733333,2,0.2564,31,0.1989,4,0.1075,1,0.444733333,4,0.039266667,1,0.4036,1,0.113166667,5,0.1031,1,0.1765,14,0.054633333,2,0.081633333,1,0.088566667,1,0.1261,12,0.0402,1,0.6485
Wood Duck,2,0.124633333,2,0.089466667,12,0.075466667,13,0.053733333,22,0.0391,1,0.1989,2,0.0598,2,0.040333333,3,0.1402,2,0.119166667,1,1,1,1,10,0.105733333,1,0.937433333,1,0.265633333,1,0.351633333,2,0.3056,3,0.121,31,0.0349,1,0.066433333
Wood Stork,31,0.076933333,4,0.069466667,13,0.081866667,30,0.040333333,1,0.050966667,15,0.039466667,1,0.082266667,12,0.0486,16,0.048433333,14,0.044766667,1,0.0566,1,0.526133333,3,0.115833333,31,0.2425,7,0.063566667,1,0.075066667,24,0.052133333,10,0.045533333,14,0.034866667,29,0.034933333
Wood Thrush,1,0.7914,2,0.5685,1,0.054833333,2,1,1,0.229766667,2,0.475466667,3,0.175933333,1,0.3427,5,0.088333333,31,0.086566667,1,0.129433333,5,0.0964,31,0.052333333,3,0.130566667,1,0.080733333,17,0.054866667,4,0.091,1,0.253,31,0.0515,9,0.112466667
Worm-eating Warbler,1,0.142033333,26,0.0679,8,0.107833333,2,0.401866667,2,0.1011,2,0.243033333,1,0.041533333,13,0.054733333,2,0.198733333,2,0.160833333,1,0.975,1,0.0495,31,0.036633333,8,0.0675,5,0.042566667,10,0.039933333,8,0.0673,5,0.0583,30,0.037566667,12,0.036866667
Wrentit,5,0.049466667,2,0.136233333,10,0.065833333,13,0.226066667,1,0.078733333,2,0.219633333,2,0.739933333,2,0.1755,3,0.077733333,29,0.0469,2,0.2842,8,0.131566667,5,0.117,31,0.0976,29,0.060266667,18,0.0539,2,0.046233333,3,0.379566667,31,0.050033333,6,0.042566667
Yellow-bellied Sapsucker,3,0.6733,14,0.061133333,30,0.190833333,2,0.616833333,30,0.099633333,2,0.646166667,29,0.074666667,15,0.058533333,4,0.114533333,1,0.096366667,2,0.6123,1,0.129366667,16,0.0809,31,0.0829,30,0.219,1,0.053066667,4,0.142466667,3,0.287466667,19,0.0394,1,0.238233333
Yellow-billed Cuckoo,2,0.957133333,10,0.0772,8,0.046466667,1,0.6137,9,0.0869,3,0.185633333,3,0.176733333,30,0.095133333,31,0.225233333,4,0.083733333,1,0.776633333,31,0.1691,2,0.1371,31,0.2799,31,0.1018,1,0.354333333,26,0.067366667,6,0.041033333,31,0.0435,31,0.126366667
Yellow-breasted Chat,3,0.4614,30,0.0915,21,0.078766667,1,0.074333333,4,0.4334,9,0.096366667,2,0.9874,2,0.071266667,1,0.936833333,3,0.1378,1,0.9973,1,0.2804,6,0.110366667,2,0.1587,4,0.052333333,1,0.255833333,31,0.0753,21,0.0385,31,0.042933333,1,0.251766667
Yellow-crowned Night Heron,30,0.040266667,5,0.081866667,14,0.0666,29,0.051033333,12,0.069966667,1,0.043766667,11,0.077933333,1,0.046833333,28,0.042633333,20,0.042733333,4,0.193333333,1,0.5468,1,0.1103,2,0.068133333,16,0.126666667,1,0.0521,2,0.0676,3,0.0529,1,0.037433333,5,0.0387
Yellow-headed Blackbird,3,0.413233333,1,0.101133333,31,0.052,8,0.1298,6,0.111666667,11,0.0818,30,0.0392,5,0.1291,1,0.1351,2,0.510133333,31,0.091266667,2,0.998633333,1,0.052933333,1,0.999566667,31,0.1789,31,0.054666667,31,0.083533333,9,0.113533333,1,0.044433333,7,0.0462
Yellow-rumped Warbler,2,0.841366667,31,0.1256,1,0.094633333,1,0.0548,2,0.996233333,10,0.052166667,28,0.122433333,2,0.0588,2,0.912466667,1,0.0655,2,0.554733333,4,0.133466667,14,0.0582,18,0.057466667,5,0.280766667,31,0.113,30,0.085933333,21,0.097033333,31,0.047033333,1,0.390533333
Yellow-throated Vireo,2,0.728933333,13,0.1481,21,0.069866667,2,0.984866667,4,0.1455,31,0.098933333,28,0.0481,31,0.064933333,2,0.544333333,3,0.455566667,26,0.090366667,17,0.064266667,10,0.064266667,2,0.0688,31,0.168333333,9,0.0422,12,0.0512,1,0.515033333,5,0.0359,10,0.0603
Yellow-throated Warbler,8,0.068,26,0.050333333,1,0.0537,30,0.110166667,1,0.1229,22,0.050766667,1,0.053433333,13,0.036333333,1,0.1558,2,0.045833333,2,0.1508,1,0.063,4,0.043733333,4,0.048166667,5,0.043266667,2,0.041866667,1,0.125733333,1,0.045833333,27,0.034233333,31,0.045066667
Yellow Warbler,2,0.976766667,1,0.3725,1,0.091433333,22,0.080333333,2,0.5186,17,0.1441,3,0.328866667,11,0.0635,4,0.235633333,2,0.847433333,1,0.967266667,1,0.861966667,14,0.053966667,31,0.076833333,1,0.502266667,1,0.611533333,6,0.053733333,5,0.086566667,1,0.044433333,31,0.385666667
